date,time,sample type,Sample,scan,location,gross weight,observor initials/notes,QAQC initials,notes
2021-02-03T00:00:00Z,2213,CC,16,12.0,3,614.24,NT,NT,NA
2021-02-03T00:00:00Z,2238,CC,16,12.0,6,610.9,JB,NT,NA
2021-02-03T00:00:00Z,2257,CC,16,12.0,9,608.7,DN,NT,NA
2021-02-03T00:00:00Z,2318,CC,16,12.0,12,606.5,JT,NT,NA
2021-02-04T00:00:00Z,1119,CC,1,24.0,3,538.37,JT,NT,NA
2021-02-04T00:00:00Z,1142,CC,1,24.0,6,538.1,JB,NT,NA
2021-02-04T00:00:00Z,1206,CC,1,24.0,9,538.24,DN,NT,NA
2021-02-04T00:00:00Z,1054,CC,1,24.0,12,538.3,JT,NT,NA
2021-02-04T00:00:00Z,1119,CC,2,24.0,3,553.19,JT,NT,NA
2021-02-04T00:00:00Z,1142,CC,2,24.0,6,551.6,JB,NT,NA
2021-02-04T00:00:00Z,1206,CC,2,24.0,9,550.32,DN,NT,NA
